/Users/saitoutaishou/Desktop/data/IMG/IMG/center_2019_01_10_16_45_32_825.jpg, /Users/saitoutaishou/Desktop/data/IMG/IMG/left_2019_01_10_16_45_32_825.jpg, /Users/saitoutaishou/Desktop/data/IMG/IMG/right_2019_01_10_16_45_32_825.jpg, 0, 0, 0, 4.189448
/Users/saitoutaishou/Desktop/data/IMG/IMG/center_2019_01_10_16_45_32_926.jpg, /Users/saitoutaishou/Desktop/data/IMG/IMG/left_2019_01_10_16_45_32_926.jpg, /Users/saitoutaishou/Desktop/data/IMG/IMG/right_2019_01_10_16_45_32_926.jpg, 0, 0, 0, 4.147404
/Users/saitoutaishou/Desktop/data/IMG/IMG/center_2019_01_10_16_45_33_028.jpg, /Users/saitoutaishou/Desktop/data/IMG/IMG/left_2019_01_10_16_45_33_028.jpg, /Users/saitoutaishou/Desktop/data/IMG/IMG/right_2019_01_10_16_45_33_028.jpg, 0, 0.03820217, 0, 4.113468
/Users/saitoutaishou/Desktop/data/IMG/IMG/center_2019_01_10_16_45_33_128.jpg, /Users/saitoutaishou/Desktop/data/IMG/IMG/left_2019_01_10_16_45_33_128.jpg, /Users/saitoutaishou/Desktop/data/IMG/IMG/right_2019_01_10_16_45_33_128.jpg, 0, 0.1081771, 0, 4.201236
/Users/saitoutaishou/Desktop/data/IMG/IMG/center_2019_01_10_16_45_33_229.jpg, /Users/saitoutaishou/Desktop/data/IMG/IMG/left_2019_01_10_16_45_33_229.jpg, /Users/saitoutaishou/Desktop/data/IMG/IMG/right_2019_01_10_16_45_33_229.jpg, 0, 0.3613622, 0, 4.457047
/Users/saitoutaishou/Desktop/data/IMG/IMG/center_2019_01_10_16_45_33_342.jpg, /Users/saitoutaishou/Desktop/data/IMG/IMG/left_2019_01_10_16_45_33_342.jpg, /Users/saitoutaishou/Desktop/data/IMG/IMG/right_2019_01_10_16_45_33_342.jpg, 0, 0.7490762, 0, 5.235526
/Users/saitoutaishou/Desktop/data/IMG/IMG/center_2019_01_10_16_45_33_443.jpg, /Users/saitoutaishou/Desktop/data/IMG/IMG/left_2019_01_10_16_45_33_443.jpg, /Users/saitoutaishou/Desktop/data/IMG/IMG/right_2019_01_10_16_45_33_443.jpg, 0, 1, 0, 6.262348
/Users/saitoutaishou/Desktop/data/IMG/IMG/center_2019_01_10_16_45_33_543.jpg, /Users/saitoutaishou/Desktop/data/IMG/IMG/left_2019_01_10_16_45_33_543.jpg, /Users/saitoutaishou/Desktop/data/IMG/IMG/right_2019_01_10_16_45_33_543.jpg, 0, 1, 0, 7.406208
/Users/saitoutaishou/Desktop/data/IMG/IMG/center_2019_01_10_16_45_33_646.jpg, /Users/saitoutaishou/Desktop/data/IMG/IMG/left_2019_01_10_16_45_33_646.jpg, /Users/saitoutaishou/Desktop/data/IMG/IMG/right_2019_01_10_16_45_33_646.jpg, 0, 1, 0, 8.538937
/Users/saitoutaishou/Desktop/data/IMG/IMG/center_2019_01_10_16_45_33_746.jpg, /Users/saitoutaishou/Desktop/data/IMG/IMG/left_2019_01_10_16_45_33_746.jpg, /Users/saitoutaishou/Desktop/data/IMG/IMG/right_2019_01_10_16_45_33_746.jpg, 0, 1, 0, 9.660632
/Users/saitoutaishou/Desktop/data/IMG/IMG/center_2019_01_10_16_45_33_847.jpg, /Users/saitoutaishou/Desktop/data/IMG/IMG/left_2019_01_10_16_45_33_847.jpg, /Users/saitoutaishou/Desktop/data/IMG/IMG/right_2019_01_10_16_45_33_847.jpg, 0, 1, 0, 10.7713
